['uniq_id', 'initial_sal_', 'final_sal', 'mean_salary', 'period', 'period_cond', 'job', 'job_type', 'city', 'state', 'organization_', 'org_desc', 'sector_', 'sector_level', 'benefits']
['a05e3011e0e9e9baac8bfce362862f8b', '838.0', '1100.0', '969.0', 'hour', '', 'open house ', 'full time', 'cornerstone staffing solutionswhere talent and jobs meet(full service employment/staffing agency)\xa0is presently in need of :\xa0light industrial/ warehouse workers for\xa0\xa0a pharmaceutical company\xa0 \xa0we are recruiting for the following positions-\xa0post sterilizationcleanroom suppliescleanroom operatorsinspectors\xa0tray loaderscounter/ packerpalletizers\xa01st', ' 2nd & 3rd shifts availablewe are hosting an open housefriday', 'biotechnology', 'pharmaceuticals', 'manufacturing/production/operations', '', '']
['2b150726911ad6c41f788d22d771981f', '1021.0', '1201.0', '1111.0', '', '', 'feeder-folder ', 'full time', 'kent', ' wa 98032', 'manufacturing', '  other', 'entry', 'level', '']
['58ffc874db02434793b26545ca4c34c8', '8000000.0', '11000000.0', '9500000.0', 'year', '', 'sr manufacturing engineer ', 'full time', 'dayton', ' oh', 'automotive', ' parts mfg', 'experienced', '(non-manager)', '']
['3eead86e9ca96cb2ea868aacc0e186d9', '2292.0', '2695.0', '2493.5', 'hour', '', 'asnt ndt level  inspector ', 'full time', 'salem', ' oh 44460', 'manufacturing', '  other', 'experienced', '(non-manager)', '']
['47ebb2b015a41b970fa67a05f69c9252', '3100000.0', '4600000.0', '3850000.0', 'year', '', 'factory skilled labor position ', 'full time', 'louisville', ' ky 40208', 'manufacturing', '  other', 'experienced', '(non-manager)', '']
['ebf45c3f0601c767ad31bd5d3189a167', '6500.0', '7500.0', '7000.0', 'year', '', 'injection molding process engineer ', 'full time', 'greenville', ' sc 29601', 'manufacturing', '  other', 'manufacturing/production/operations', '', '']
['13f47e512a07cf5f3212e6aaaa57e94f', '1200.0', '0.0', '1200.0', 'hour', '', 'st', 'full time', 'schofield', ' wi 54476', 'manufacturing', '  other', 'manufacturing/production/operations', '', '']
['1d1177f025ccfaf87492f84fbc200418', '0.0', '2.0', '2.0', '', '', 'marketing', 'full time', 'ridgefield park', ' nj', 'all', '', 'entry', 'level', '']
['83f8c6265da4915cadd9036c1ae5506f', '1000.0', '1300.0', '1150.0', 'hour', '', 'production assembly', 'full time', 'warwick', ' ri 02888', 'manufacturing', '  other', 'experienced', '(non-manager)', '']
['2275c4baa092aea3d40cddc18395746a', '3100.0', '3500.0', '3300.0', 'hour', '', 'mammographer ', 'full time', 'marietta', ' ga', 'healthcare', 'services', 'medical/health', '', '']
['ab0169b2d0e12cf375934fbe909143de', '6000000.0', '10000000.0', '8000000.0', 'year', '', 'epic instructional designer', 'full time', 'atlanta', ' ga', 'computer', 'softwarehealthcare servicescomputer it services', 'it/software', 'development', '']
['1fc12a1647f39dd7cd58e70b566b7c23', '4500.0', '5400.0', '4950.0', 'year', '', 'project supervisor ', 'full time', 'bridgeport', ' mi', 'energy', ' utilities', 'project/program', 'management', '']
['14e23705bd3a3c60f86445204fe26227', '1650.0', '2500.0', '2075.0', 'hour', '', 'warehouse associate', 'full time', 'milwaukee', ' wi 53201', 'business', 'services   other', 'logistics/transportation', '', '']
['06ad061345718f1cdfd9b1f4d378242b', '2856.0', '4383.0', '3619.5', 'hour', 'fina', 'it web project lead', 'full time', 'madison', ' wi 53703', 'government', ' military', 'experienced', '(non-manager)', "salary will be determined based on the selected candidate's experience and qualifications. pay for current state employees will be based on the applicable pay transaction provisions of the compensation plan."]
['c2d7f4e9e75b9aac52dd00f847a63502', '3500000.0', '4500000.0', '4000000.0', 'year', '', 'quality assurance engineer', 'full time', 'washington', ' dc', 'engineering', 'services', 'quality', 'assurance/safety', '']
['dc6d7ad473c8cf431a929c5c1207cb15', '8500000.0', '8500000.0', '8500000.0', 'year', '', 'it pm ', 'full time', 'hazel crest', ' il', 'manufacturing', '  other', 'experienced', '(non-manager)', '']
['a2b8e01b118c023d66ccd118eb525bdd', '100.0', '100.0', '100.0', 'hour', '', 'environmental', 'full time temporary', 'environmental', ' health and safety technician', 'cottage', 'grove  mn 55016', 'quality', 'assurance/safety', '']
['d3b6aa430cdcafe03f8520a703e73e64', '1800.0', '2400.0', '2100.0', 'year', '', 'lead inspection tech', 'full time', 'westbury', ' ny 11590', 'energy', ' utilities', 'quality', 'assurance/safety', '']
['964a22380b3ea799248c1f17c202d4b3', '8000000.0', '9500000.0', '8750000.0', 'year', '', 'corporate quality mgr ', 'full time', 'sylacauga', ' al', 'chemicals', 'petro chemicals', 'manager', '(manager/supervisor of staff)', '']
['9b50e843785e2ded6c16fdf32def6e35', '5000.0', '5500.0', '5250.0', 'hour', '', 'application pm ', 'full time temporary', 'dallas', ' tx', 'computer', 'it services', 'project/program', 'management', '']
['e6169b1dc4a36bbdb7633bfeb28f5c8c', '7000000.0', '7500000.0', '7250000.0', 'year', '', 'pm ', 'full time', 'auburn', ' al 36832', 'automotive', ' parts mfg', 'project/program', 'management', '']
['ec16714b5a370853982ed661211f28ea', '9500000.0', '11400000.0', '10450000.0', 'year', '', 'sr quality engineer', 'full time', 'sr quality engineer', '', 'southbough', ' ma', 'quality', 'assurance/safety', '']
['416ec465145dd30e90d6383c5a174e80', '1350.0', '1350.0', '1350.0', 'hour', '', 'customer service rep ', 'full time', 'austin', ' tx 78758', 'all', '', 'entry', 'level', '']
['10ee5a76902b96f046e2773a69f24426', '3600000.0', '3700000.0', '3650000.0', 'year', '', 'customer services rep ', 'full time', 'austin', ' tx 78746', 'financial', 'services', 'experienced', '(non-manager)', '']
['1501129d38d4c00217bd6741fee7b47a', '4500000.0', '0.0', '4500000.0', '', '', '', 'full time', 'salt lake city', ' ut 84119', 'other', 'not classified', 'experienced', '(non-manager)', '']
['577a46b24e971199db71494d1fdc9268', '1300.0', '1600.0', '1450.0', 'hour', '', 'retail sales ', 'full time', 'austin', ' tx 78757', 'retail', '', 'experienced', '(non-manager)', '']
['31d564c514dc05a481281251952e9061', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'advertising sales account executive ', 'full time', 'peoria', ' il 61602', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['e5a1ed0bd8f6c1f0d2e519a6700cfdf3', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'advertising sales account executive ', 'full time', 'bloomington', ' il 61702', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['e330319c7e06de040c6403328cc6531a', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'account mgr', 'full time', 'parkersburg', ' wv 26102', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['4e5b5270e777bfe0fdddf654c32c8223', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'account mgr', 'full time', 'hagerstown', ' md 21740', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['f956755f4fd595994528acbb0aaf3341', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'advertising sales account executive ', 'full time', 'lancaster', ' pa 17602', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['40be1ff029dd805fd7dca9306740334d', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'advertising sales account executive ', 'full time', 'jackson', ' ms 39202', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['f773958ff27a6a46fc4169cc7b795229', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'account mgr', 'full time', 'macon', ' ga 31202', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['cebfb9012766b86316b2ec151a804c13', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'account mgr', 'full time', 'fort wayne', ' in 46802', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['590e567f53039bce272fcd2555eb9b6e', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'account mgr', 'full time', 'peoria', ' il 61602', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['0af6294d0fef168da610f30d05d22e6e', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'account mgr', 'full time', 'lancaster', ' pa 17602', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['45241c50806d048aacd7c48f17461829', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'advertising sales account executive ', 'full time', 'macon', ' ga 31202', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['bc337943a4d8cc500a0806ebc27cf6f5', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'account mgr', 'full time', 'jackson', ' ms 39202', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['517036aebf566c5eb25b8c16df451cdc', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'advertising sales account executive ', 'full time', 'hagerstown', ' md 21741', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['0d71eb775e5e939b29bef48eac2a9323', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'account mgr', 'full time', 'bloomington', ' il 61702', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['4ed6b77b09ba7ff13787f4ad9a75d79b', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'advertising sales account executive ', 'full time', 'saint louis', ' mo 63102', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['8d8e1784e23c1c3c0ce600d668372666', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'account mgr', 'full time', 'saint louis', ' mo 63104', 'allbusiness', 'services   other', 'sales/retail/business', 'development', '']
['b73243fb8c14c1ce7f659959032b4f2a', '1800.0', '1900.0', '1850.0', 'hour', '', 'mailroom clerk ', 'full time temporary', 'manpower is currently recruiting for a mailroom clerk to work for our client in san antonio', ' tx!job responsibilities:* timely processing of all incoming mail', 'san', 'antonio  tx', 'accounting/finance/insurance', '', '']
['edf6aff862c7d009bed2b673ff6b83d8', '4000000.0', '10000000.0', '7000000.0', 'year', '', 'sales rep ', 'full time', 'san antonio', ' tx 78210', 'construction', '  residential  commercial office', 'sales/retail/business', 'development', '']
['e9a75805c3d139c97c65b28b99723708', '8000000.0', '10000000.0', '9000000.0', 'year', '', 'district mgr-texas ', 'full time', 'san antonio', ' tx', 'staffing', 'employment agencies', 'manager', '(manager/supervisor of staff)', '']
['e51b9fb3759a392b61482465d999be74', '3333.0', '4530.0', '3931.5', 'hour', '', 'case mgr ', 'full time temporary', 'must have rn license and 3 yrs. clinical practice assess', ' plan', 'healthcare', 'services', 'experienced', '(non-manager)', '']
['673e5f04d5c3780c740c8a16cce8fcfd', '8000000.0', '9500000.0', '8750000.0', 'year', '', 'operating room nurse mgr', 'full time', 'san antonio', ' tx', 'healthcare', 'services', 'medical/health', '', '']
['3a6c0eaaff24eecb040c56ed770943b4', '6500000.0', '7500000.0', '7000000.0', 'year', '', 'sr accountant ', 'full time', 'san diego', ' ca 92109', 'education', '', 'experienced', '(non-manager)', '']
['236794b6c4dcc039f66496afb866a29c', '1909.0', '0.0', '1909.0', 'hour', '', 'truck driver', 'full time', 'american canyon', ' ca 94503', 'transpt', ' stage   materials', 'logistics/transportation', '', '']
['94048aeac72a9b7a4fa062a4f6db43fc', '2623500.0', '3107500.0', '2865500.0', 'year', '', 'customer service ', 'full time', 'indianapolis', ' in 46290', 'allinsurance', '', 'customer', 'support/client care', '']
['a17b17bc033e6c2b4e8a6919b8cc6953', '5079360.0', '6477120.0', '5778240.0', 'year', '', 'provider engagement rep', 'full time', 'beaumont', ' tx', 'insurance', 'healthcare services nonprofit charitable organizations', 'customer', 'support/client care', '']
['9211f55faf3ab5a255a81ef80a3b196f', '4200000.0', '5500000.0', '4850000.0', 'year', '', 'kitchen mgr', 'full time', 'columbus', ' oh', 'restaurant', 'food services', 'manager', '(manager/supervisor of staff)', '']
['75bd82922c193f620f58f12bd60426a7', '1600.0', '2000.0', '1800.0', 'hour', '', 'customer service rep', 'full time', 'breinigsville', ' pa 18031', 'business', 'services   other', 'customer', 'support/client care', '']
['00bcd9613e680f2cfc6f92669271966e', '1700.0', '2500.0', '2100.0', 'hour', '', 'customer service rep', 'full time', 'hudson', ' wi 54016', 'business', 'services   other', 'customer', 'support/client care', '']
['86ca27df3a710c9a2e7cc1f46beabff2', '0.0', '50000000.0', '50000000.0', 'year', '', 'degreed ap analyst ', 'full time', 'dallastx', '', 'accounting', ' auditing services healthcare services hotels  lodging', 'accounting/finance/insurance', '', '']
['9e6ca2b5e5f8a87463eb491fd5c96341', '0.0', '4500000.0', '4500000.0', 'year', '', 'ar accounting analyst ', 'full time', 'dallastx', '', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['2c0f525274b36e23f01d85b5fd7528e6', '1800.0', '2000.0', '1900.0', 'hour', '', 'jr infosec audit analyst ', 'full time temporary', 'dallas', ' tx', 'accounting', ' auditing servicescomputer it services', 'it/software', 'development', '']
['00f81894a9b133e8b02b558f11652997', '8500000.0', '10000000.0', '9250000.0', 'year', '', 'accounting mgr ', 'full time', 'boston', ' ma', 'computer', 'softwarehealthcare servicesbusiness services   other', 'accounting/finance/insurance', '', '']
['9e0cbabd4c1672d37f713e538db862da', '5500000.0', '6500000.0', '6000000.0', 'year', '', 'staff accountant ', 'full time', 'fort lauderdale', ' fl', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['a039fe445fa2343bb34a27efad35d2f3', '1300.0', '1300.0', '1300.0', 'hour', '', 'assistant mgr', 'full time', 'springfield', ' tn 37172', 'all', '', 'sales/retail/business', 'development', '']
['74f3ed7bf81562afaf7cc903a977c8a2', '1339.0', '1942.0', '1640.5', 'hour', '', 'teller ', 'full time', 'sacramento', ' ca 95812', 'banking', '', 'entry', 'level', '']
['a6953e55f5fbc082e19278afa186fc45', '2800.0', '3200.0', '3000.0', 'hour', '', 'foreman', 'full time', 'denver', ' co 80209', 'construction', '  residential  commercial office', 'building', 'construction/skilled trades', '']
['1d5766b6e0c1070d65ef6f64549bb114', '2600.0', '2600.0', '2600.0', 'hour', '', 'contract benefits associate ', 'full time temporary', 'chicago', ' il 60602', 'all', '', 'human', 'resources', '']
['b6890b31048f763bd7ef70b420da5b6e', '4000000.0', '6000000.0', '5000000.0', 'year', '', 'facility coordinator ', 'full time', 'san francisco', ' ca', 'real', 'estate property management', 'administrative/clerical', '', '']
['0c44bf514844eac349cafa6a3800d133', '5000000.0', '6000000.0', '5500000.0', 'year', '', 'audit letter analyst ', 'full time', 'san francisco', ' ca 94111', 'accounting', ' auditing services', 'accounting/finance/insurance', '', '']
['2477495f0e01836b4ba609812a6c0efc', '3100.0', '3100.0', '3100.0', 'hour', '', 'financial analyst ', 'full time temporary', 'san francisco', ' ca 94104', 'banking', '', 'accounting/finance/insurance', '', '']
['18bc3eb9ac2e56b701f35b3bbf55a873', '12000000.0', '13000000.0', '12500000.0', 'year', '', 'svp mobile advertising sales ', 'full time', 'svp mobile advertising sales', '', 'san', 'francisco  ca', 'sales/retail/business', 'development', '']
['1a7d4c9dfe95dc4e4e7d23404cb673c0', '5000000.0', '20000000.0', '12500000.0', 'year', '', 'business development mgr ', 'full time', 'san francisco', ' ca', 'business', 'services   otherconstruction   residential  commercial office', 'sales/retail/business', 'development', '']
['677b7ad995ee41b046977f1d9ee1b586', '0.0', '2500.0', '2500.0', 'hour', '', 'temporary operations project', 'full time temporary', 'bostonma', '', 'internet', 'services other not classified', 'administrative/clerical', '', '']
['0d546e8af5c96b4f08d2388e2ca7ac85', '10000000.0', '11800000.0', '10900000.0', 'year', '', 'director', 'full time', 'reading', ' ma 01867', 'education', '', 'manager', '(manager/supervisor of staff)', '']
['34b986d41430107a1fa764b434f55f2c', '8000000.0', '22000000.0', '15000000.0', 'year', '', 'sas', 'full time', 'warren', ' nj 07059', 'biotechnology', 'pharmaceuticals', 'biotech/r&d/science', '', '']
['f0da4883be639613135202b06b85bf1c', '8000000.0', '22000000.0', '15000000.0', 'year', '', 'sas', 'full time', 'westwood', ' nj 07677', 'biotechnology', 'pharmaceuticals', 'biotech/r&d/science', '', '']
['dee6c23f6c733bb298e9b70e3fa6d005', '6000000.0', '8000000.0', '7000000.0', 'year', '', 'scientist', 'full time', 'scientist - tech services', '', 'plymouth', ' mn 55447', 'biotech/r&d/science', '', '']
['45966ea31921926f0a6b1841fe0e8881', '2000.0', '2300.0', '2150.0', 'hour', '', 'associate scientist', 'full time temporary', 'associate scientist', '', 'warren', ' il 60064', 'biotech/r&d/science', '', '']
['e0ae96f28a8741fe06b92ed485762da4', '8000000.0', '22000000.0', '15000000.0', 'year', '', 'sas', 'full time', 'warren', ' nj 07059', 'biotechnology', 'pharmaceuticals', 'biotech/r&d/science', '', '']
['18c248503e102bfa72d23ac693ad2488', '3000.0', '3500.0', '3250.0', 'hour', '', 'chemist ', 'full time temporary', 'chemist iii', '', 'redwood', 'city  ca 94063', 'biotech/r&d/science', '', '']
['769a8593f918b902f38ee8ccc5b17e9c', '7500000.0', '8400000.0', '7950000.0', 'year', 'annua', 'human resources', 'full time', 'eden prairie', ' mn', 'manufacturing', '  other', 'experienced', '(non-manager)', 'bonus']
['577cc0f8b6c910d260d5f9edb38391f6', '4500000.0', '10000000.0', '7250000.0', 'year', 'commissions', 'sales consultant ', 'full time', 'pflugerville', ' tx 78660', 'retail', '', 'experienced', '(non-manager)', 'monthly bonus']
['116bdbb6627bb83220d5a8f25fbb856b', '1500.0', '2100.0', '1800.0', 'hour', '', 'human resources', 'full time', 'jacksonville', ' fl 32256', 'computer', 'softwarehealthcare servicesfinancial services', 'human', 'resources', '']
['ba5f4cfd645647a8a1798f0c98ec2f08', '1200.0', '0.0', '1200.0', '', '', 'receptionist', 'temporary', 'austin', ' tx 78759', 'other', 'not classified', 'experienced', '(non-manager)', '']
['9d29c3bf42104af5e2e20de75160160a', '7500.0', '12500.0', '10000.0', 'year', '', 'migration pm ', 'full time', 'cleveland', ' oh 44114', 'legal', 'services', 'experienced', '(non-manager)', '']
['7a82fce6d0de612f224ad9fa8f3015c8', '5500000.0', '0.0', '5500000.0', '', '', 'staffing associate', 'full time', 'san marcos', ' ca 92069', 'other', 'not classified', 'experienced', '(non-manager)', '']
['67582d4116e4b57cc6b72a8fe6086037', '6000000.0', '7000000.0', '6500000.0', 'year', '', 'legal secretary', 'full time', 'new york city', ' ny 10177', 'legal', 'services', 'experienced', '(non-manager)', '']
['a4305a008240691f611f766a48540d9d', '1375.0', '1375.0', '1375.0', 'hour', '', 'it tech ', 'full time', 'akron', ' oh 44311', 'computer', 'software', 'experienced', '(non-manager)', '']
['0946098c4557f09a437803b14d8ae88a', '100.0', '100.0', '100.0', 'hour', '', 'technical writer ', 'full time temporary', 'technical writer (junior)', '', 'nth', 'bend  wa 98160', 'it/software', 'development', '']
['b146b890a1bb525eed2efdd6636c2cb5', '10000000.0', '12000000.0', '11000000.0', 'year', '', 'director', 'full time', 'bridgewater', ' nj', 'biotechnology', 'pharmaceuticalsbusiness services   othermedical devices  supplies', 'human', 'resources', '']
['3dbd7ef6202c11ba399aa0bd426f6616', '2700.0', '2700.0', '2700.0', 'hour', '', 'it specialist', 'full time', 'kansas city', ' mo 64101', 'computer', 'it services', 'it/software', 'development', '']
['c4837aeff0739d5fa412e0e7dfad5c73', '2700.0', '3600.0', '3150.0', 'year', '', 'r programmer ', 'full time', 'seattle', ' wa 98121', 'business', 'services   other', 'experienced', '(non-manager)', '']
['5cfbfa68c4b1103975c6cb5b0c5228dc', '6057600.0', '0.0', '6057600.0', 'year', '', 'is', 'full time', 'mount vernon', ' wa 98273', 'healthcare', 'services', 'experienced', '(non-manager)', '']
['d1a506ee2b3ffa2726f5b3710c91eb80', '5500000.0', '6000000.0', '5750000.0', 'year', '', 'system admin ', 'full time', 'folsom', ' ca 95630', 'computer', 'software', 'experienced', '(non-manager)', '']
['2a6fe4671e53c7617294636013115e14', '2610.0', '0.0', '2610.0', '', '', 'english', 'full time', 'milwaukee', ' wi 53224', 'internet', 'services', 'experienced', '(non-manager)', '']
['eebd172f9ce4494e79e8e9a904f72185', '5500.0', '6000.0', '5750.0', 'hour', '', 'validation engineer ', 'full time', 'santa clara', ' ca 95054', 'internet', 'services', 'experienced', '(non-manager)', '']
['1d695aec6f0f84cfa2b18b72a6999431', '7000000.0', '10000000.0', '8500000.0', 'year', 'bonu', 'edi specialist ', 'full time', 'cleveland', ' oh', 'other', 'not classified', 'experienced', '(non-manager)', '']
['28f95828eda58f931a5a12e2285c99d1', '8000000.0', '11000000.0', '9500000.0', 'year', '', 'contract mgr ', 'full time', 'jamison 18929', '', 'banking', '', 'legal', '', '']
['85a08bb7981e2db40b342504855f781d', '100.0', '100.0', '100.0', 'hour', '', 'bi pm ', 'full time temporary', 'seeking: it project manager for business intelligenceduration: 6 month contractlocation: round rock', ' txresponsibilities: drives all aspects of it project', 'round', 'rock  tx 78682', 'it/software', 'development', '']
['cfdc884b7e3348366a8f0f5dd8407092', '1800.0', '0.0', '1800.0', '', '', 'paralegal', 'full time', 'shreveport', ' la 71101', 'other', 'not classified', 'experienced', '(non-manager)', '']
['9d5f3389f9ab91ccf2d16fc6a9c7b460', '4000000.0', '5000000.0', '4500000.0', 'year', '', 'employee engagement specialist ', 'full time', 'bostonma', '', 'food', ' beverage production', 'human', 'resources', '']
['c5ac6102a6b08e9471b62e4ad77e9385', '3500000.0', '0.0', '3500000.0', '', '', 'paralegal', 'temporary', 'columbia', ' sc 29210', 'other', 'not classified', 'experienced', '(non-manager)', '']
['aa7db692678d567451cffbb58fb76ffd', '1500.0', '0.0', '1500.0', '', '', 'recruiting specialist', 'full time', 'orlando', ' fl 32839', 'other', 'not classified', 'experienced', '(non-manager)', '']
['1286b238eb8da1098574385ea5291e2d', '1931.0', '1931.0', '1931.0', 'hour', '', 'paralegal', 'full time', 'pittsburgh', ' pa 15219', 'legal', 'services government  military', 'legal', '', '']
['55fd709a695127824979a32bfd56a184', '2243.0', '2243.0', '2243.0', 'hour', '', 'fact-witness coordinator ', 'full time', 'providence', ' ri 2903', 'government', ' military', 'legal', '', '']
['7f81b861487a5b467ae4ffcbc457dbd8', '4500000.0', '5000000.0', '4750000.0', 'year', 'generou', 'floater legal secretary', 'full time', 'manhattan', ' ny 10017', 'legal', 'services', 'experienced', '(non-manager)', '"paid time off', ' all holidays', ' bonus', ' 401k with match', ' all medical dental & vision coverage', ' life and ad&d insurance', ' retirement plans', ' flexible spending accounts', ' transit programs and much more."']
['d4a46a3859bae0c990f9faf9bd8e6867', '2192.0', '2192.0', '2192.0', 'hour', '', 'legal assistant  at usao ', 'full time', 'syracuse', ' ny 13261', 'legal', 'services government  military', 'legal', '', '']
['c460fee9e4824660f98be4e126486a97', '1787.0', '1787.0', '1787.0', 'hour', '', 'paralegal at us attorneys office ', 'full time', 'portland', ' me 4102', 'legal', 'services government  military', 'legal', '', '']
['fd512adbe947b50a0b91f399aa2c006c', '0.0', '4500000.0', '4500000.0', 'year', '', 'administrative assistant to ', 'full time', 'bostonma', '', 'management', 'consulting services', 'administrative/clerical', '', '']
['bddf2076e2eb82491eb6c809ddd74498', '9000000.0', '14000000.0', '11500000.0', 'year', '', 'angularjs developer', 'full time', 'angularjs developer location: chicago', ' il 60603 job summary: tired of looking at the same jobs in the high-tech industry? are you interested in working in the wine', 'chicago', ' il 60603', 'it/software', 'development', '']
['ee06889c4e0817095f7d6e0196a080bd', '7500000.0', '9000000.0', '8250000.0', 'year', '', 'sales rep ', 'full time', 'chicago', ' il', 'architectural', ' design services', 'sales/retail/business', 'development', '']
['d8308e8067aed230a2fbc84768e92028', '9000000.0', '12000000.0', '10500000.0', 'year', 'packag', 'industrial construction superintendent ', 'full time', 'chicago', ' il', 'construction', '  industrial facilities  infrastructure', 'experienced', '(non-manager)', '']
['9f0cc8c442e0dbbb14f0ba0c209dc8ed', '7600000.0', '7600000.0', '7600000.0', 'year', '', 'executive support desk tech ', 'full time', 'chicago', ' il 60637', 'healthcare', 'servicescomputer it services', 'desktop', 'service and support', '']
['dde3fd9777e4103a5bb001b36f73bb92', '7500000.0', '9000000.0', '8250000.0', 'year', '', 'sales rep ', 'full time', 'chicago', ' il', 'architectural', ' design services', 'sales/retail/business', 'development', '']
['09bf4802b222d41681bb0dc09fd42d51', '0.0', '6500000.0', '6500000.0', 'year', '', '', 'full time', 'cicero', ' il', 'banking', 'business services   other', 'sales/retail/business', 'development', '']
['87de8c9a168ed1cad6f76a3fc6c044c9', '1800.0', '2000.0', '1900.0', 'hour', '', 'administrative assistant ', 'full time', 'chicagoil', '', 'financial', 'services', 'administrative/clerical', '', '']
['117d8aa988ab4d0ab0d5ec4c058f31e9', '6000000.0', '8000000.0', '7000000.0', 'year', '', 'sales mgr', 'full time', 'cincinnati', ' oh 45231', 'allinsuranceother', 'not classified', 'insurance', 'agent/brokergeneral/other: sales/business developmentfinancial products sales/brokerage', '']
['5e7cafde9b560c585dabfca79fae4399', '9500000.0', '12500000.0', '11000000.0', 'year', '', 'sales rep', 'full time temporary', 'cincinnati', ' oh 45214', 'automotive', ' parts mfg manufacturing   other automotive sales  repair services', 'sales/retail/business', 'development', '']
['29b3cff485233dae7e8fc471e50f3c9b', '6000000.0', '8000000.0', '7000000.0', 'year', '', 'sales mgr', 'full time', 'cincinnati', ' oh', 'construction', '  industrial facilities  infrastructureinternet servicesbusiness services   other', 'sales/retail/business', 'development', '']
['3122c064405b2637d43b684003b2814e', '5000000.0', '7000000.0', '6000000.0', 'year', '', 'industrial', 'full time', 'cincinnati', ' oh', 'electrical', 'electronics engineeringindustrial manufacturing engineeringmechanical engineering', 'engineering', '', '']
['e5c95ba7348476a7921ee018694e14a4', '4000.0', '6000.0', '5000.0', 'hour', '', 'lead dba ', 'full time', 'cincinnati', ' oh', 'waste', 'managementcomputer it services', 'database', 'development/administration', '']
['5eaae0af06f434b723386a15c9e2d7a9', '1200.0', '1300.0', '1250.0', 'hour', '', ' accounts payable ', 'part time temporary', 'cincinnati 45237', '', 'accounting', ' auditing services', 'experienced', '(non-manager)', '']
['7d20476e01af07644b6ecc3053045526', '6500000.0', '9000000.0', '7750000.0', 'year', '', 'net developer ', 'full time', 'cincinnati', ' oh 45202', 'computer', 'it services', 'it/software', 'development', '']
['6b212e6c0b1b418413074c5dc5e9bbf4', '6000000.0', '9000000.0', '7500000.0', 'year', '', 'sales mgr', 'full time', 'cincinnati', ' oh 45238', 'allinsuranceother', 'not classified', 'insurance', 'agent/brokergeneral/other: sales/business developmentfinancial products sales/brokerage', '']
['9383c61325d88aa103dac5977af5604a', '5000000.0', '6500000.0', '5750000.0', 'year', '', 'tool maker ', 'full time', 'cincinnati', ' oh', 'manufacturing', '  other', 'engineering', '', '']
['617497368e9f074894aa73fd98ff4c56', '6000000.0', '8000000.0', '7000000.0', 'year', '', 'sales mgr', 'full time', 'cincinnati', ' oh 45230', 'allinsuranceother', 'not classified', 'insurance', 'agent/brokergeneral/other: sales/business developmentfinancial products sales/brokerage', '']
['a407ccb6353b3313e28633e8edca5f51', '2500.0', '3500.0', '3000.0', 'hour', '', 'pc', 'temporary', 'cincinnati', ' oh 45202', 'computer', 'hardwarecomputer softwarecomputer it services', 'it/software', 'development', '']
['0b8ef82082c45319634191911fe7fea5', '9000000.0', '10500000.0', '9750000.0', 'year', '', 'sr digital product mgr ', 'full time', 'dallas', ' tx', 'computer', 'it services', 'marketing/product', '', '']
['11a91b0615ffbc18cf6468d91ed9286e', '5500000.0', '13000000.0', '9250000.0', 'year', '', 'pulp ', 'full time', 'charlotte', ' nc', 'consumer', 'packaged goods manufacturingmanufacturing   other', 'engineering', '', '']
['e60c5041725296aae58e79d7375070d7', '9080000.0', '9928500.0', '9504250.0', 'year', 'plu', 'exbs advisor for kenya ', 'full time', 'washington', ' dc 20520', 'government', ' military', 'manager', '(manager/supervisor of staff)', 'cola and post differential']
